date,team,opponent,home_away,outcome,team_score,opponent_score,overtime,games,goals,assists,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,saves,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,gwg,defensive_goals,defensive_assists,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_gc,defensive_goal_app,defensive_ggs,defensive_goalie_min_plyd,defensive_ga,defensive_saves,defensive_shutouts,defensive_combined_sho,defensive_g_wins,defensive_g_loss,defensive_d_saves,defensive_corners,defensive_pk,defensive_pk_att,defensive_gwg,team_id,opponent_id
9/18/2022,Green Bay Phoenix,Oakland,Home,Draw,0,0,NA,1,0,0,5,1,10,0,1,0,0,0,90:00:00,0,3,1,0,0,0,0,4,0,0,0,0,0,16,3,10,0,0,0,0,0,90:00:00,0,1,1,0,0,0,0,4,0,1,0,794,514
9/22/2022,Green Bay Phoenix,Wright St.,Away,Loss,1,4,NA,1,1,0,8,4,11,0,0,0,0,0,90:00:00,4,8,0,0,0,0,0,2,0,0,0,4,2,21,12,9,0,1,0,0,0,90:00:00,1,3,0,0,0,0,0,6,0,1,1,794,810
10/1/2022,Green Bay Phoenix,Detroit Mercy,Away,Loss,0,2,NA,1,0,0,4,1,15,0,1,0,0,0,90:00:00,2,6,0,0,0,0,0,4,0,0,0,2,3,24,8,12,0,1,0,0,0,90:00:00,0,1,1,0,0,0,0,5,0,0,1,794,184
10/6/2022,Green Bay Phoenix,Youngstown St.,Away,Loss,0,3,NA,1,0,0,14,5,6,0,1,0,0,0,90:00:00,3,6,0,0,0,0,0,3,0,0,0,3,4,17,9,12,0,1,0,0,0,90:00:00,0,5,1,0,0,0,0,5,1,1,1,794,817
10/9/2022,Green Bay Phoenix,Cleveland St.,Home,Win,1,0,NA,1,1,1,3,2,10,0,0,0,0,0,90:00:00,0,3,1,0,0,0,0,2,0,0,1,0,0,13,3,10,0,0,0,0,0,90:00:00,1,1,0,0,0,0,0,5,0,0,0,794,148
10/13/2022,Green Bay Phoenix,IUPUI,Home,Loss,0,1,NA,1,0,0,9,2,10,0,0,0,0,0,90:00:00,1,2,0,0,0,0,0,1,0,0,0,1,1,12,3,9,0,0,0,0,0,90:00:00,0,2,1,0,0,0,0,4,0,0,1,794,2699
10/16/2022,Green Bay Phoenix,Purdue Fort Wayne,Away,Loss,0,2,NA,1,0,0,8,4,10,0,1,0,0,0,90:00:00,2,10,0,0,0,0,0,3,0,0,0,2,1,29,12,9,0,1,0,0,0,90:00:00,0,4,1,1,0,0,0,11,1,1,1,794,308
10/22/2022,Green Bay Phoenix,Northern Ky.,Home,Loss,0,2,NA,1,0,0,13,3,15,0,1,0,0,0,90:00:00,2,8,0,0,0,0,0,1,0,0,0,2,0,22,10,17,0,3,0,0,0,90:00:00,0,3,1,1,0,0,0,9,2,2,1,794,505
10/26/2022,Green Bay Phoenix,Milwaukee,Home,Loss,0,1,NA,1,0,0,5,3,2,0,0,0,0,0,90:00:00,1,13,0,0,0,0,0,1,0,0,0,1,1,34,14,6,0,1,0,0,0,90:00:00,0,3,1,0,0,0,0,5,0,0,1,794,797
8/23/2022,Hampton Lady Pirates,USC Upstate,Away,Loss,0,3,NA,1,0,0,5,4,10,0,1,0,0,0,90:00:00,3,9,0,0,0,0,0,2,0,0,0,3,5,29,12,6,0,1,0,0,0,90:00:00,0,4,1,1,0,0,0,4,0,0,1,270,NA
8/25/2022,Hampton Lady Pirates,Radford,Home,Loss,1,2,NA,1,1,0,3,3,16,0,2,0,0,0,90:00:00,2,8,0,0,0,0,0,0,1,1,0,2,2,28,10,8,0,1,0,0,0,90:00:00,1,2,0,0,0,0,0,12,0,0,1,270,NA
8/29/2022,Hampton Lady Pirates,Regent,Away,Win,10,0,NA,1,10,10,21,12,17,0,2,0,0,0,45:00:00,0,0,1,0,0,0,0,7,0,0,1,0,0,1,0,8,0,2,0,0,0,90:00:00,10,2,0,0,0,0,0,1,0,0,0,270,NA
8/31/2022,Hampton Lady Pirates,Saint Peter's,Away,Loss,0,1,NA,1,0,0,2,0,11,0,1,0,0,0,90:00:00,1,5,0,0,0,0,0,2,0,0,0,1,0,19,6,8,0,1,0,0,0,90:00:00,0,0,1,0,0,0,0,4,0,0,1,270,NA
9/4/2022,Hampton Lady Pirates,Robert Morris,Away,Loss,1,7,NA,1,1,0,6,2,9,0,0,0,0,0,90:00:00,7,8,0,0,0,0,0,3,0,0,0,7,6,21,15,6,0,0,0,0,0,90:00:00,1,1,0,0,0,0,0,7,2,2,1,270,NA
9/10/2022,Hampton Lady Pirates,Mount St. Mary's,Away,Loss,0,3,NA,1,0,0,5,2,18,0,1,0,0,0,90:00:00,3,0,0,0,0,0,0,1,0,0,0,3,5,12,3,12,0,0,0,0,0,90:00:00,0,2,1,1,0,0,0,6,0,0,1,270,NA
9/13/2022,Hampton Lady Pirates,South Carolina St.,Away,Win,1,0,NA,1,1,0,9,5,0,0,0,0,0,0,90:00:00,0,5,1,0,0,0,0,3,0,0,0,0,0,12,7,0,0,0,0,0,0,90:00:00,0,6,0,0,0,0,0,1,0,0,0,270,NA
9/22/2022,Hampton Lady Pirates,Hofstra,Away,Loss,0,8,NA,1,0,0,1,0,6,1,0,0,0,0,90:00:00,8,10,0,0,0,0,0,0,0,0,0,8,7,32,18,8,0,1,0,0,0,90:00:00,0,0,1,1,0,0,0,10,1,2,1,270,NA
9/25/2022,Hampton Lady Pirates,Stony Brook,Away,Loss,0,12,NA,1,0,0,0,0,6,0,0,0,0,0,90:00:00,12,7,0,0,0,0,0,0,0,0,0,12,11,29,19,3,0,0,0,0,0,90:00:00,0,0,1,1,0,0,0,13,1,1,1,270,NA
9/29/2022,Hampton Lady Pirates,Col. of Charleston,Away,Loss,0,3,NA,1,0,0,3,2,10,0,0,0,0,0,90:00:00,3,7,0,0,0,0,0,3,0,0,0,3,3,26,10,3,0,0,0,0,0,90:00:00,0,2,1,1,0,0,0,9,0,0,1,270,NA
10/2/2022,Hampton Lady Pirates,UNCW,Home,Loss,1,2,NA,1,1,1,4,3,9,0,1,0,0,0,90:00:00,2,14,0,0,0,0,0,0,0,0,0,2,3,26,16,2,0,0,0,0,0,90:00:00,1,2,0,0,0,0,0,22,0,0,1,270,NA
10/6/2022,Hampton Lady Pirates,Monmouth,Away,Loss,1,3,NA,1,1,0,6,3,11,0,2,0,0,0,90:00:00,3,9,0,0,0,0,0,0,0,0,0,3,1,29,12,5,0,0,0,0,0,90:00:00,1,2,0,0,0,0,0,15,1,2,1,270,NA
10/8/2022,Hampton Lady Pirates,Northeastern,Home,Loss,0,5,NA,1,0,0,6,3,4,0,1,0,0,0,90:00:00,5,8,0,0,0,0,0,1,0,0,0,5,2,28,13,6,0,0,0,0,0,90:00:00,0,3,1,1,0,0,0,8,1,1,1,270,NA
10/13/2022,Hampton Lady Pirates,Elon,Away,Loss,0,2,NA,1,0,0,3,0,8,0,1,0,0,0,90:00:00,2,8,0,0,0,0,0,1,0,0,0,2,1,32,10,2,0,0,0,0,0,90:00:00,0,0,1,0,0,0,0,11,0,1,1,270,NA
10/16/2022,Hampton Lady Pirates,Towson,Away,Loss,0,6,NA,1,0,0,0,0,20,0,2,0,0,0,90:00:00,6,17,0,0,0,0,0,1,0,0,0,6,8,34,23,9,0,0,0,0,0,90:00:00,0,0,1,0,0,0,0,5,0,0,1,270,NA
10/21/2022,Hampton Lady Pirates,Delaware St.,Away,Draw,1,1,NA,1,1,0,9,7,9,0,2,0,0,0,90:00:00,1,6,0,0,0,0,0,2,0,0,0,1,0,10,7,4,0,1,0,0,0,90:00:00,1,6,0,0,0,0,0,4,0,0,0,270,NA
10/23/2022,Hampton Lady Pirates,William & Mary,Home,Loss,0,4,NA,1,0,0,7,2,23,0,6,0,0,0,90:00:00,4,7,0,0,0,0,0,2,0,0,0,4,5,19,11,5,0,0,0,0,0,90:00:00,0,2,1,1,0,0,0,3,0,1,1,270,NA
8/19/2022,Hartford Hawks,Stonehill,Home,Win,2,1,NA,1,2,2,15,5,7,0,1,0,0,0,90:00:00,1,9,0,0,0,0,0,4,0,0,1,1,0,20,10,7,0,0,0,0,0,90:00:00,2,3,0,0,0,0,0,3,0,0,0,272,682
8/21/2022,Hartford Hawks,Lafayette,Home,Win,1,0,NA,1,1,1,14,8,3,0,1,0,0,0,90:00:00,0,4,1,0,0,0,0,4,0,0,1,0,0,12,4,4,0,0,0,0,0,90:00:00,1,7,0,0,0,0,0,3,0,0,0,272,342
8/25/2022,Hartford Hawks,St. Francis Brooklyn,Away,Loss,2,3,NA,1,2,2,8,3,5,0,0,0,0,0,90:00:00,3,7,0,0,0,0,0,3,0,0,0,3,3,20,10,6,0,1,0,0,0,90:00:00,2,1,0,0,0,0,0,2,0,0,1,272,599
9/1/2022,Hartford Hawks,Merrimack,Away,Win,2,1,NA,1,2,0,12,5,6,0,2,0,0,0,90:00:00,1,4,0,0,0,0,0,4,0,0,1,1,1,19,5,2,0,0,0,0,0,90:00:00,2,3,0,0,0,0,0,6,0,0,0,272,410
9/4/2022,Hartford Hawks,Siena,Away,Win,2,1,NA,1,2,1,8,6,7,0,0,0,0,0,90:00:00,1,3,0,0,0,0,0,3,0,0,1,1,0,12,3,8,0,0,0,0,0,90:00:00,2,4,0,0,0,0,0,4,0,0,0,272,639
9/8/2022,Hartford Hawks,NJIT,Away,Win,3,0,NA,1,3,0,8,3,4,0,2,0,0,0,90:00:00,0,6,1,0,0,0,0,5,0,0,1,0,0,16,6,4,0,1,0,0,0,90:00:00,3,0,0,0,0,0,0,5,0,0,0,272,471
9/11/2022,Hartford Hawks,UMass Lowell,Home,Draw,1,1,NA,1,1,1,8,5,11,0,1,0,0,0,90:00:00,1,8,0,0,0,0,0,2,0,0,0,1,1,15,9,9,0,2,0,0,0,90:00:00,1,4,0,0,0,0,0,3,0,0,0,272,368
9/17/2022,Hartford Hawks,Wesleyan (CT),Away,Win,3,2,NA,1,3,3,13,9,6,0,0,0,0,0,90:00:00,2,10,0,0,0,0,0,3,0,0,1,2,3,21,12,6,0,0,0,0,0,90:00:00,3,6,0,0,0,0,0,4,0,0,0,272,764
9/30/2022,Hartford Hawks,Chicago St.,Home,Win,4,0,NA,1,4,5,15,10,10,0,0,0,0,0,90:00:00,0,2,1,1,0,0,0,7,0,0,1,0,0,6,2,10,0,0,0,0,0,90:00:00,4,6,0,0,0,0,0,2,0,0,0,272,136
10/2/2022,Hartford Hawks,Chicago St.,Home,Win,3,1,NA,1,3,1,21,9,12,0,1,0,0,0,90:00:00,1,2,0,0,0,0,0,5,0,0,1,1,0,12,3,7,0,0,0,0,0,90:00:00,3,6,0,0,0,0,0,1,0,0,0,272,136
10/5/2022,Hartford Hawks,Vermont,Away,Loss,0,1,NA,1,0,0,18,7,8,0,0,0,0,0,90:00:00,1,3,0,0,0,0,0,4,0,0,0,1,2,12,4,8,0,1,0,0,0,90:00:00,0,7,1,1,0,0,0,7,0,0,1,272,738
10/16/2022,Hartford Hawks,Bryant,Home,Win,2,0,NA,1,2,2,15,8,4,0,0,0,0,0,90:00:00,0,5,1,0,0,0,0,7,0,1,1,0,0,12,5,3,0,0,0,0,0,90:00:00,2,6,0,0,0,0,0,2,0,0,0,272,81
10/20/2022,Hartford Hawks,UAlbany,Away,Loss,0,1,NA,1,0,0,5,2,1,0,0,0,0,0,90:00:00,1,9,0,0,0,0,0,4,0,0,0,1,1,16,10,6,0,0,0,0,0,90:00:00,0,2,1,0,0,0,0,2,0,0,1,272,14
10/27/2022,Hartford Hawks,American Int'l,Home,Win,3,0,NA,1,3,3,10,6,13,0,0,0,0,0,90:00:00,0,7,1,1,0,0,0,2,0,0,1,0,0,13,7,8,0,1,0,0,0,90:00:00,3,3,0,0,0,0,0,0,0,0,0,272,22
8/26/2022,Harvard Crimson,Central Conn. St.,Away,Win,3,0,NA,1,3,2,18,8,11,0,1,0,0,0,90:00:00,0,1,1,0,0,0,0,6,0,0,1,0,0,2,1,6,0,0,0,0,0,90:00:00,3,5,0,0,0,0,0,0,0,0,0,275,127
8/29/2022,Harvard Crimson,Northeastern,Home,Win,3,2,NA,1,3,4,13,8,9,0,1,0,0,0,90:00:00,2,3,0,0,0,0,0,2,0,0,1,2,1,10,5,5,0,0,0,0,0,90:00:00,3,5,0,0,0,0,0,2,0,0,0,275,500
9/2/2022,Harvard Crimson,UNC Greensboro,Away,Win,4,0,NA,1,4,3,12,7,9,0,0,0,0,0,90:00:00,0,4,1,0,0,0,0,5,1,1,1,0,0,5,4,6,0,1,0,0,0,90:00:00,4,3,0,0,0,0,0,1,0,0,0,275,459
9/4/2022,Harvard Crimson,NC State,Away,Win,2,0,NA,1,2,1,16,8,8,0,1,0,0,0,90:00:00,0,2,1,0,0,0,0,10,0,0,1,0,0,6,2,9,0,0,0,0,0,90:00:00,2,6,0,0,0,0,0,0,0,0,0,275,490
9/8/2022,Harvard Crimson,Long Beach St.,Home,Win,2,0,NA,1,2,3,20,11,9,0,1,0,0,0,90:00:00,0,2,1,0,0,0,0,4,0,0,1,0,0,4,2,5,0,2,0,0,0,90:00:00,2,9,0,0,0,0,0,2,0,0,0,275,99
9/11/2022,Harvard Crimson,Massachusetts,Home,Win,4,1,NA,1,4,2,19,10,15,0,0,0,0,0,90:00:00,1,4,0,0,0,0,0,9,1,1,1,1,1,11,5,7,0,0,0,0,0,90:00:00,4,6,0,0,0,0,0,2,0,0,0,275,400
9/17/2022,Harvard Crimson,TCU,Away,Draw,2,2,NA,1,2,1,17,9,14,0,1,0,0,0,90:00:00,2,6,0,0,0,0,0,3,0,0,0,2,2,12,8,12,0,1,0,0,0,90:00:00,2,7,0,0,0,0,0,4,0,0,0,275,698
9/24/2022,Harvard Crimson,Penn,Away,Draw,1,1,NA,1,1,1,26,5,6,0,1,0,0,0,90:00:00,1,3,0,0,0,0,0,3,0,0,0,1,1,8,4,5,0,1,0,0,0,90:00:00,1,4,0,0,0,0,0,5,0,0,0,275,540
10/1/2022,Harvard Crimson,Yale,Home,Win,6,0,NA,1,6,8,30,17,7,0,2,0,0,0,90:00:00,0,0,1,0,0,0,0,8,0,0,1,0,0,0,0,6,0,0,0,0,0,90:00:00,6,11,0,0,0,0,0,0,0,0,0,275,813
10/4/2022,Harvard Crimson,Boston U.,Home,Loss,0,1,NA,1,0,0,27,9,5,0,0,0,0,0,90:00:00,1,0,0,0,0,0,0,5,0,0,0,1,1,2,1,8,0,0,0,0,0,90:00:00,0,9,1,0,0,0,0,4,0,0,1,275,68
10/8/2022,Harvard Crimson,Cornell,Home,Win,5,1,NA,1,5,4,18,8,12,0,0,0,0,0,90:00:00,1,5,0,0,0,0,0,4,0,0,1,1,1,7,6,10,0,0,0,0,0,90:00:00,5,4,0,0,0,0,0,1,0,0,0,275,167
10/15/2022,Harvard Crimson,Brown,Away,Draw,1,1,NA,1,1,1,18,7,10,0,1,0,0,0,90:00:00,1,4,0,0,0,0,0,8,0,0,0,1,0,8,5,11,0,1,0,0,0,90:00:00,1,6,0,0,0,0,0,4,0,0,0,275,80
10/22/2022,Harvard Crimson,Princeton,Away,Win,3,2,NA,1,3,3,20,12,14,0,1,0,0,0,90:00:00,2,2,0,0,0,0,0,7,0,0,1,2,3,10,4,13,0,0,0,0,0,90:00:00,3,9,0,0,0,0,0,3,0,0,0,275,554
10/29/2022,Harvard Crimson,Dartmouth,Away,Win,2,1,NA,1,2,3,26,11,4,0,2,0,0,0,90:00:00,1,2,0,0,0,0,0,10,0,0,1,1,0,3,3,3,0,0,0,0,0,90:00:00,2,9,0,0,0,0,0,3,0,0,0,275,172
11/5/2022,Harvard Crimson,Columbia,Home,Win,5,0,NA,1,5,8,22,15,10,0,0,0,0,0,90:00:00,0,2,1,0,0,0,0,5,0,0,1,0,0,5,2,3,0,1,0,0,0,90:00:00,5,10,0,0,0,0,0,2,0,0,0,275,158
11/12/2022,Harvard Crimson,New Hampshire,Home,Win,2,0,NA,1,2,2,25,9,7,0,0,0,0,0,90:00:00,0,1,1,0,0,0,0,12,0,0,1,0,0,5,1,3,0,0,0,0,0,90:00:00,2,7,0,0,0,0,0,1,0,0,0,275,469
11/18/2022,Harvard Crimson,"South Carolina Durham, NC",Away,Loss,2,3,NA,1,2,0,11,3,12,0,0,0,0,0,90:00:00,3,1,0,0,0,0,0,5,0,0,0,3,2,8,3,5,0,1,0,0,0,90:00:00,2,2,0,0,0,0,0,3,0,0,1,275,648
8/19/2022,Hawaii Rainbow Wahine,Grand Canyon,Away,Loss,1,3,NA,1,1,2,4,1,9,0,1,0,0,0,90:00:00,3,5,0,0,0,0,0,1,0,0,0,3,3,20,8,8,0,1,0,0,0,90:00:00,1,0,0,0,0,0,0,6,0,0,1,277,1104
8/25/2022,Hawaii Rainbow Wahine,Seattle U,Home,Win,2,1,NA,1,2,1,13,7,7,0,2,0,0,0,90:00:00,1,4,0,0,0,0,0,6,0,0,1,1,1,9,5,7,0,0,0,0,0,90:00:00,2,5,0,0,0,0,0,3,0,0,0,277,1356
8/28/2022,Hawaii Rainbow Wahine,Nicholls,Home,Win,1,0,NA,1,1,2,21,7,4,0,0,0,0,0,90:00:00,0,1,1,0,0,0,0,12,0,0,1,0,0,2,1,8,0,0,0,0,0,90:00:00,1,6,0,0,0,0,0,2,0,0,0,277,483
9/4/2022,Hawaii Rainbow Wahine,Portland,Away,Loss,0,1,NA,1,0,0,5,5,7,0,0,0,0,0,90:00:00,1,4,0,0,0,0,0,3,0,0,0,1,1,24,5,6,0,0,0,0,0,90:00:00,0,5,1,0,0,0,0,14,0,0,1,277,551
9/8/2022,Hawaii Rainbow Wahine,Portland St.,Away,Win,2,1,NA,1,2,3,10,8,12,0,1,0,0,0,90:00:00,1,9,0,0,0,0,0,3,0,0,1,1,0,17,10,4,0,1,0,0,0,90:00:00,2,6,0,0,0,0,0,5,1,1,0,277,550
9/15/2022,Hawaii Rainbow Wahine,UC Davis,Home,Win,1,0,NA,1,1,2,6,4,11,0,2,0,0,0,90:00:00,0,2,1,0,0,0,0,3,0,0,1,0,0,9,2,10,0,2,0,0,0,90:00:00,1,3,0,0,0,0,0,4,0,0,0,277,108
9/22/2022,Hawaii Rainbow Wahine,UC Santa Barbara,Away,Draw,0,0,NA,1,0,0,7,3,7,0,0,0,0,0,90:00:00,0,5,1,0,0,0,0,3,0,0,0,0,0,12,5,12,0,0,0,0,0,90:00:00,0,3,1,0,0,0,0,3,0,0,0,277,104
9/25/2022,Hawaii Rainbow Wahine,Cal Poly,Away,Draw,2,2,NA,1,2,1,5,3,16,0,2,0,0,0,90:00:00,2,6,0,0,0,0,0,0,0,0,0,2,1,18,8,10,0,1,0,0,0,90:00:00,2,1,0,0,0,0,0,13,0,0,0,277,90
10/2/2022,Hawaii Rainbow Wahine,Long Beach St.,Home,Loss,0,2,NA,1,0,0,13,7,6,0,0,0,0,0,90:00:00,2,4,0,0,0,0,0,2,0,0,0,2,2,13,6,10,0,1,0,0,0,90:00:00,0,7,1,0,0,0,0,6,0,0,1,277,99
10/6/2022,Hawaii Rainbow Wahine,CSUN,Away,Win,1,0,NA,1,1,0,12,7,7,0,2,0,0,0,90:00:00,0,4,1,0,0,0,0,3,0,0,1,0,0,15,4,8,0,1,0,0,0,90:00:00,1,6,0,0,0,0,0,6,0,0,0,277,101
10/9/2022,Hawaii Rainbow Wahine,UC San Diego,Away,Loss,1,3,NA,1,1,1,13,5,10,0,0,0,0,0,90:00:00,3,8,0,0,0,0,0,5,0,0,0,3,2,17,11,13,0,2,0,0,0,90:00:00,1,4,0,0,0,0,0,4,0,1,1,277,112
10/16/2022,Hawaii Rainbow Wahine,CSU Bakersfield,Home,Draw,1,1,NA,1,1,1,21,8,15,0,1,0,0,0,90:00:00,1,2,0,0,0,0,0,12,0,0,0,1,1,5,3,16,0,1,0,0,0,90:00:00,1,7,0,0,0,0,0,6,0,0,0,277,94
10/20/2022,Hawaii Rainbow Wahine,UC Riverside,Home,Win,2,1,NA,1,2,1,20,10,11,1,2,0,0,0,90:00:00,1,2,0,0,0,0,0,4,0,0,1,1,1,18,3,14,0,3,0,0,0,90:00:00,2,8,0,0,0,0,0,4,0,0,0,277,111
10/23/2022,Hawaii Rainbow Wahine,Cal St. Fullerton,Home,Loss,0,2,NA,1,0,0,19,5,7,0,0,0,0,0,90:00:00,2,6,0,0,0,0,0,1,0,0,0,2,1,14,8,11,0,1,0,0,0,90:00:00,0,5,1,1,0,0,0,8,0,0,1,277,97
10/27/2022,Hawaii Rainbow Wahine,UC Irvine,Away,Loss,1,4,NA,1,1,1,7,3,13,0,3,0,0,0,90:00:00,4,5,0,0,0,0,0,2,0,0,0,4,4,26,9,12,0,1,0,0,0,90:00:00,1,2,0,0,0,0,0,4,0,0,1,277,109
8/18/2022,High Point Panthers,Marshall,Away,Draw,2,2,NA,1,2,1,11,6,9,0,0,0,0,0,90:00:00,2,4,0,0,0,0,0,3,0,0,0,2,1,17,6,8,0,0,0,0,0,90:00:00,2,4,0,0,0,0,0,2,0,0,0,19651,388
8/21/2022,High Point Panthers,American,Home,Draw,1,1,NA,1,1,1,14,5,7,0,0,0,0,0,90:00:00,1,4,0,0,0,0,0,8,0,0,0,1,1,14,5,7,0,0,0,0,0,90:00:00,1,4,0,0,0,0,0,7,0,0,0,19651,23
8/25/2022,High Point Panthers,East Carolina,Away,Loss,0,2,NA,1,0,0,1,0,9,0,2,0,0,0,90:00:00,2,3,0,0,0,0,0,5,0,0,0,2,1,14,4,7,0,0,0,0,0,90:00:00,0,0,1,0,0,0,0,10,0,0,1,19651,196
8/28/2022,High Point Panthers,William & Mary,Home,Loss,0,1,NA,1,0,0,8,2,5,0,0,0,0,0,90:00:00,1,1,0,0,0,0,0,9,0,0,0,1,1,6,2,8,0,0,0,0,0,90:00:00,0,2,1,0,0,0,0,1,0,0,1,19651,786
9/1/2022,High Point Panthers,Wake Forest,Home,Loss,0,7,NA,1,0,0,7,3,6,0,0,0,0,0,90:00:00,7,7,0,0,0,0,0,4,0,0,0,7,4,26,14,7,0,0,0,0,0,90:00:00,0,3,1,1,0,0,0,8,1,1,1,19651,749
9/4/2022,High Point Panthers,UNCW,Away,Loss,0,2,NA,1,0,0,5,2,4,0,0,0,0,0,90:00:00,2,6,0,0,0,0,0,6,0,0,0,2,1,17,8,4,0,0,0,0,0,90:00:00,0,2,1,1,0,0,0,10,0,0,1,19651,460
9/8/2022,High Point Panthers,UNC Greensboro,Home,Loss,1,2,NA,1,1,1,13,5,5,0,0,0,0,0,90:00:00,2,3,0,0,0,0,0,2,0,0,0,2,2,21,5,6,0,1,0,0,0,90:00:00,1,4,0,0,0,0,0,3,0,0,1,19651,459
9/11/2022,High Point Panthers,Richmond,Home,Win,3,1,NA,1,3,4,18,10,4,0,1,0,0,0,90:00:00,1,6,0,0,0,0,0,4,0,0,1,1,1,20,7,10,0,0,0,0,0,90:00:00,3,7,0,0,0,0,0,5,0,0,0,19651,575
9/15/2022,High Point Panthers,NC State,Away,Loss,1,3,NA,1,1,0,8,3,6,0,0,0,0,0,90:00:00,3,7,0,0,0,0,0,1,0,0,0,3,4,25,10,7,0,1,0,0,0,90:00:00,1,3,0,0,0,0,0,3,0,0,1,19651,490
9/21/2022,High Point Panthers,USC Upstate,Home,Loss,0,1,NA,1,0,0,13,5,5,0,0,0,0,0,90:00:00,1,2,0,0,0,0,0,5,0,0,0,1,1,5,3,7,0,0,0,0,0,90:00:00,0,5,1,0,0,0,0,4,0,0,1,19651,10411
9/24/2022,High Point Panthers,Longwood,Home,Win,1,0,NA,1,1,0,12,5,6,0,0,0,0,0,90:00:00,0,1,1,0,0,0,0,7,0,0,1,0,0,5,1,5,0,0,0,0,0,90:00:00,1,4,0,0,0,0,0,0,0,0,0,19651,363
9/28/2022,High Point Panthers,Campbell,Away,Loss,0,4,NA,1,0,0,9,3,12,0,0,0,0,0,90:00:00,4,7,0,0,0,0,0,2,0,0,0,4,6,24,11,7,0,0,0,0,0,90:00:00,0,3,1,0,0,0,0,11,0,0,1,19651,115
10/5/2022,High Point Panthers,UNC Asheville,Home,Win,5,0,NA,1,5,4,21,12,10,0,0,0,0,0,90:00:00,0,6,1,1,0,0,0,8,0,0,1,0,0,9,6,10,0,2,0,0,0,90:00:00,5,7,0,0,0,0,0,2,0,0,0,19651,456
10/8/2022,High Point Panthers,Charleston So.,Away,Draw,2,2,NA,1,2,1,14,5,9,0,0,0,0,0,90:00:00,2,4,0,0,0,0,0,6,0,0,0,2,2,17,6,11,0,1,0,0,0,90:00:00,2,4,0,0,0,0,0,3,0,0,0,19651,48
10/15/2022,High Point Panthers,Gardner-Webb,Home,Win,4,0,NA,1,4,4,14,5,7,0,1,0,0,0,90:00:00,0,3,1,0,0,0,0,10,1,1,1,0,0,10,3,8,0,1,0,0,0,90:00:00,4,1,0,0,0,0,0,2,0,0,0,19651,1092
10/19/2022,High Point Panthers,Winthrop,Away,Win,3,0,NA,1,3,4,14,6,9,0,0,0,0,0,90:00:00,0,2,1,0,0,0,0,3,0,0,1,0,0,11,2,6,0,0,0,0,0,90:00:00,3,3,0,0,0,0,0,5,0,0,0,19651,792
10/22/2022,High Point Panthers,Presbyterian,Home,Loss,1,2,NA,1,1,1,11,3,7,0,0,0,0,0,90:00:00,2,1,0,0,0,0,0,6,0,0,0,2,3,7,3,5,0,0,0,0,0,90:00:00,1,2,0,0,0,0,0,5,0,0,1,19651,1320
10/26/2022,High Point Panthers,Radford,Away,Loss,0,1,NA,1,0,0,8,4,10,0,0,0,0,0,90:00:00,1,4,0,0,0,0,0,2,0,0,0,1,0,11,5,7,0,1,0,0,0,90:00:00,0,4,1,0,0,0,0,1,1,1,1,19651,563
8/18/2022,Hofstra Pride,FDU,Home,Win,3,2,NA,1,3,5,20,12,10,0,2,0,0,0,90:00:00,2,0,0,0,0,0,0,10,0,1,1,2,1,4,2,9,0,0,0,0,0,90:00:00,3,9,0,0,0,0,0,5,0,0,0,283,222
8/26/2022,Hofstra Pride,Yale,Away,Draw,0,0,NA,1,0,0,14,4,9,0,0,0,0,0,90:00:00,0,1,1,0,0,0,0,4,0,0,0,0,0,3,1,8,0,0,0,0,0,90:00:00,0,4,1,0,0,0,0,2,0,0,0,283,813
8/28/2022,Hofstra Pride,UAlbany,Home,Win,3,0,NA,1,3,2,12,5,13,0,2,0,0,0,90:00:00,0,1,1,0,0,0,0,7,0,0,1,0,0,9,1,7,0,2,0,0,0,90:00:00,3,3,0,0,0,0,0,8,0,0,0,283,14
9/1/2022,Hofstra Pride,Fordham,Away,Win,1,0,NA,1,1,0,15,6,16,0,2,0,0,0,90:00:00,0,5,1,0,0,0,0,6,1,1,1,0,0,9,5,13,0,0,0,0,0,90:00:00,1,5,0,0,0,0,0,2,0,0,0,283,236
9/4/2022,Hofstra Pride,Brown,Away,Loss,0,3,NA,1,0,0,2,1,7,0,0,0,0,0,90:00:00,3,5,0,0,0,0,0,1,0,0,0,3,2,16,8,9,0,1,0,0,0,90:00:00,0,1,1,0,0,0,0,5,0,0,1,283,80
9/8/2022,Hofstra Pride,Saint Joseph's,Away,Win,1,0,NA,1,1,2,9,5,14,0,1,0,0,0,90:00:00,0,5,1,0,0,0,0,3,0,0,1,0,0,7,5,8,0,1,0,0,0,90:00:00,1,4,0,0,0,0,0,2,0,0,0,283,606
9/11/2022,Hofstra Pride,Oregon,Home,Loss,0,1,NA,1,0,0,11,6,16,0,0,0,0,0,90:00:00,1,4,0,0,0,0,0,5,0,0,0,1,1,9,5,14,0,2,0,0,0,90:00:00,0,6,1,0,0,0,0,3,0,0,1,283,529
